,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount
40,5,6792,1145,662,5,1551,8,0.0,4
41,5,6792,1145,662,5,1613,3,0.0,1
42,5,6792,1145,662,5,1706,2,0.0,1
43,5,6792,1145,662,5,1828,17,0.0,3
44,5,6792,1145,662,5,1831,3,0.0,2
45,5,6792,1145,662,5,1857,3,0.0,2
46,5,6792,1145,662,5,1893,10,0.0,0
47,5,6792,1145,662,5,1904,11,493.0,0
48,5,6792,1145,662,5,1906,7,455.0,3
49,5,6792,1145,662,5,1907,7,0.0,0
50,5,6792,1145,662,5,1908,5,351.0,0
51,5,6792,1145,662,5,1910,4,0.0,0
52,5,6792,1145,662,5,1912,3,286.0,7
53,5,6792,1145,662,5,1958,3,0.0,2
54,5,6792,1145,662,5,1983,3,0.0,0
55,5,6792,1145,662,5,2072,13,520.0,2
56,5,6792,1145,662,5,2101,6,0.0,0
57,5,6792,1145,662,5,2110,3,0.0,2
58,5,6792,1145,662,5,2166,4,0.0,0
59,5,6792,1145,662,5,2167,11,709.0,3
60,5,6792,1145,662,5,2172,15,0.0,3
61,5,6792,1145,662,5,2213,15,3182.0,2
62,5,6792,1145,662,5,2236,9,0.0,1
63,5,6792,1145,662,5,2247,10,0.0,1
64,5,6792,1145,662,5,2302,4,0.0,0
65,5,6792,1145,662,5,2389,5,0.0,0
66,5,6792,1145,662,5,2412,4,0.0,3
67,5,6792,1145,662,5,2456,16,0.0,4
68,5,6792,1145,662,5,2627,10,0.0,1
69,5,6792,1145,662,5,2911,16,0.0,3
70,5,6792,1145,662,5,3055,1,0.0,6
71,5,6792,1145,662,5,3056,1,0.0,3
72,5,6792,1145,662,5,3168,5,0.0,3
73,5,6792,1145,662,5,3223,4,0.0,1
74,5,6792,1145,662,5,3239,15,0.0,5
75,5,6792,1145,662,5,3319,3,0.0,1
76,5,6792,1145,662,5,3414,6,0.0,4
77,5,6792,1145,662,5,3424,7,0.0,5
78,5,6792,1145,662,5,3461,7,0.0,5
79,5,6792,1145,662,5,3480,1,0.0,0
80,5,6792,1145,662,5,3576,7,0.0,2
81,5,6792,1145,662,5,3600,1,0.0,0
82,5,6792,1145,662,5,3637,1,0.0,0
83,5,6792,1145,662,5,3675,2,0.0,0
84,5,6792,1145,662,5,3703,2,0.0,1
85,5,6792,1145,662,5,3756,6,0.0,0
86,5,6792,1145,662,5,3761,3,0.0,1
87,5,6792,1145,662,5,3848,2,0.0,1
88,5,6792,1145,662,5,3891,6,0.0,4
89,5,6792,1145,662,5,3998,3,0.0,2
90,5,6792,1145,662,5,4634,2,0.0,2
91,5,6792,1145,662,5,4635,6,0.0,3
92,5,6792,1145,662,5,4761,5,0.0,0
93,5,6792,1145,662,5,5086,2,0.0,1
94,5,6792,1145,662,5,6235,12,0.0,6
95,5,6792,1145,662,5,6241,17,0.0,2
96,5,6792,1145,662,5,6389,2,0.0,0
97,5,6792,1145,662,5,6757,3,0.0,1
98,6,457,114,47,0,15,13,0.0,0
99,6,457,114,47,0,982,6,0.0,3
100,6,457,114,47,0,983,2,0.0,1
101,6,457,114,47,0,3804,2,647.0,2
102,6,457,114,47,0,6578,1,0.0,5
103,6,457,114,47,0,9329,9,938.0,4
104,6,457,114,47,0,21843,2,122.0,3
105,6,457,114,47,0,23750,5,228.0,0
106,6,457,114,47,0,39110,4,981.0,1
107,6,457,114,47,0,39226,0,0.0,2
108,6,457,114,47,0,47256,1,130.0,0
109,8,6764,1089,604,25,16,16,0.0,3
110,8,6764,1089,604,25,65,14,0.0,3
111,8,6764,1089,604,25,111,8,0.0,3
112,8,6764,1089,604,25,129,4,0.0,0
113,8,6764,1089,604,25,142,5,0.0,0
114,8,6764,1089,604,25,168,17,1022.0,1
115,8,6764,1089,604,25,254,4,0.0,3
116,8,6764,1089,604,25,262,13,0.0,7
117,8,6764,1089,604,25,271,7,0.0,0
118,8,6764,1089,604,25,301,6,0.0,7
119,8,6764,1089,604,25,352,1,0.0,1
120,8,6764,1089,604,25,356,2,0.0,0
121,8,6764,1089,604,25,397,5,0.0,0
122,8,6764,1089,604,25,412,4,0.0,0
123,8,6764,1089,604,25,845,5,0.0,4
124,8,6764,1089,604,25,851,4,0.0,0
125,8,6764,1089,604,25,855,1,0.0,0
126,8,6764,1089,604,25,895,2,0.0,0
127,8,6764,1089,604,25,975,2,0.0,0
128,8,6764,1089,604,25,978,3,0.0,0
129,8,6764,1089,604,25,1010,8,0.0,0
130,8,6764,1089,604,25,1131,4,0.0,0
131,8,6764,1089,604,25,1132,4,0.0,1
132,8,6764,1089,604,25,1173,13,1765.0,5
133,8,6764,1089,604,25,1177,5,0.0,0
134,8,6764,1089,604,25,1220,3,0.0,0
135,8,6764,1089,604,25,1231,1,0.0,0
136,8,6764,1089,604,25,1251,15,0.0,4
137,8,6764,1089,604,25,1291,11,0.0,5
138,8,6764,1089,604,25,1364,6,0.0,1
139,8,6764,1089,604,25,1438,1,0.0,1
140,8,6764,1089,604,25,1494,3,0.0,0
141,8,6764,1089,604,25,1496,11,0.0,0
142,8,6764,1089,604,25,1529,8,498.0,2
143,8,6764,1089,604,25,1537,7,0.0,3
144,8,6764,1089,604,25,1549,2,0.0,0
145,8,6764,1089,604,25,1588,4,0.0,1
146,8,6764,1089,604,25,1664,0,0.0,4
147,8,6764,1089,604,25,1665,4,0.0,1
148,8,6764,1089,604,25,1695,4,0.0,0
149,8,6764,1089,604,25,1716,1,0.0,1
150,8,6764,1089,604,25,1741,15,0.0,0
151,8,6764,1089,604,25,1755,2,0.0,1
152,8,6764,1089,604,25,1771,4,0.0,1
153,8,6764,1089,604,25,1782,2,0.0,1
154,8,6764,1089,604,25,1816,7,0.0,5
155,8,6764,1089,604,25,1820,2,0.0,0
156,8,6764,1089,604,25,1842,10,0.0,4
157,8,6764,1089,604,25,1897,2,0.0,1
158,8,6764,1089,604,25,1993,7,0.0,0
159,8,6764,1089,604,25,2348,15,795.0,4
160,8,6764,1089,604,25,2407,2,0.0,0
161,8,6764,1089,604,25,2422,6,0.0,0
162,8,6764,1089,604,25,2560,6,0.0,1
163,8,6764,1089,604,25,2673,6,0.0,3
164,8,6764,1089,604,25,2699,4,0.0,2
165,8,6764,1089,604,25,3085,6,0.0,4
166,8,6764,1089,604,25,3106,3,0.0,0
167,8,6764,1089,604,25,3107,6,0.0,0
168,8,6764,1089,604,25,3108,9,0.0,4
169,8,6764,1089,604,25,3197,6,0.0,0
170,8,6764,1089,604,25,3295,2,0.0,2
171,8,6764,1089,604,25,3297,2,0.0,0
172,8,6764,1089,604,25,3335,3,0.0,0
173,8,6764,1089,604,25,3339,2,0.0,3
174,8,6764,1089,604,25,3405,14,0.0,6
175,8,6764,1089,604,25,3453,2,0.0,9
176,8,6764,1089,604,25,3527,14,0.0,1
177,8,6764,1089,604,25,3532,12,422.0,0
178,8,6764,1089,604,25,3789,2,0.0,0
179,8,6764,1089,604,25,3880,8,0.0,1
180,8,6764,1089,604,25,4176,3,0.0,9
181,8,6764,1089,604,25,4177,4,0.0,2
182,8,6764,1089,604,25,4309,6,0.0,5
183,8,6764,1089,604,25,4311,7,0.0,6
184,8,6764,1089,604,25,4338,3,0.0,8
185,8,6764,1089,604,25,4340,5,0.0,3
186,8,6764,1089,604,25,4852,1,0.0,0
187,8,6764,1089,604,25,5184,12,1575.0,3
188,8,6764,1089,604,25,5287,1,0.0,0
189,8,6764,1089,604,25,5600,11,0.0,2
190,8,6764,1089,604,25,6221,7,0.0,4
191,8,6764,1089,604,25,6251,4,0.0,0
192,8,6764,1089,604,25,6255,6,0.0,2
193,8,6764,1089,604,25,6683,4,0.0,1
194,8,6764,1089,604,25,6935,3,0.0,1
195,8,6764,1089,604,25,7287,3,0.0,2
196,8,6764,1089,604,25,7405,3,0.0,1
197,8,6764,1089,604,25,7452,3,0.0,2
198,8,6764,1089,604,25,8043,4,0.0,2
199,8,6764,1089,604,25,11626,5,0.0,1
200,8,6764,1089,604,25,11803,3,0.0,3
201,8,6764,1089,604,25,12158,2,0.0,0
202,8,6764,1089,604,25,12185,7,0.0,1
203,8,6764,1089,604,25,12293,3,0.0,1
204,8,6764,1089,604,25,12394,8,0.0,2
205,8,6764,1089,604,25,12396,8,0.0,2
206,8,6764,1089,604,25,12399,5,0.0,4
207,8,6764,1089,604,25,12489,2,0.0,0
208,8,6764,1089,604,25,12624,1,0.0,6
209,8,6764,1089,604,25,13455,7,0.0,4
210,8,6764,1089,604,25,15676,12,0.0,1
211,8,6764,1089,604,25,15754,0,0.0,6
212,8,6764,1089,604,25,17426,4,0.0,0
213,8,6764,1089,604,25,23733,4,0.0,2
214,8,6764,1089,604,25,26819,2,0.0,1
215,8,6764,1089,604,25,37982,11,0.0,2
216,10,121,20,2,0,228,2,0.0,0
217,11,136,10,10,0,901,1,0.0,0
218,11,136,10,10,0,903,3,0.0,0
219,11,136,10,10,0,1157,4,0.0,0
220,11,136,10,10,0,1919,0,0.0,2
221,11,136,10,10,0,1920,0,0.0,1
222,12,101,10,5,0,112,2,0.0,0
223,13,817,178,44,1,86,8,0.0,5
224,13,817,178,44,1,235,4,0.0,0
225,13,817,178,44,1,244,17,0.0,4
226,15,11,8,0,0,347,2,0.0,0
227,16,101,4,7,0,351,4,0.0,0
228,17,345,14,13,1,1104,15,0.0,0
229,17,345,14,13,1,1528,4,0.0,0
230,18,128,8,16,0,2427,5,1474.0,4
231,22,591,90,693,6,47,7,312.0,2
232,22,591,90,693,6,70,15,0.0,1
233,22,591,90,693,6,90,3,0.0,0
234,22,591,90,693,6,102,1,0.0,0
235,22,591,90,693,6,132,6,0.0,0
236,22,591,90,693,6,144,17,0.0,0
237,22,591,90,693,6,308,1,0.0,0
238,22,591,90,693,6,598,5,0.0,2
239,22,591,90,693,6,781,3,0.0,0
240,22,591,90,693,6,784,3,0.0,0
241,22,591,90,693,6,1499,3,0.0,2
242,22,591,90,693,6,1500,2,0.0,1
243,22,591,90,693,6,2029,3,0.0,0
244,22,591,90,693,6,2174,4,0.0,2
245,22,591,90,693,6,3849,2,720.0,2
246,22,591,90,693,6,3944,6,3547.0,0
247,22,591,90,693,6,4136,1,0.0,0
248,22,591,90,693,6,4432,6,0.0,0
249,22,591,90,693,6,4449,3,0.0,1
250,22,591,90,693,6,5429,3,0.0,1
251,22,591,90,693,6,5959,2,0.0,0
252,22,591,90,693,6,6614,7,0.0,0
253,22,591,90,693,6,7374,2,0.0,0
254,22,591,90,693,6,8160,5,430.0,2
255,22,591,90,693,6,8450,1,0.0,0
256,22,591,90,693,6,10470,7,0.0,0
257,22,591,90,693,6,10554,5,313.0,0
258,22,591,90,693,6,11272,2,0.0,1
259,22,591,90,693,6,12028,3,293.0,3
260,22,591,90,693,6,12379,0,0.0,0
261,22,591,90,693,6,16721,2,2034.0,0
262,22,591,90,693,6,16740,0,0.0,0
263,22,591,90,693,6,20106,1,483.0,6
264,22,591,90,693,6,50630,3,861.0,0
265,22,591,90,693,6,64484,7,180.0,2
266,22,591,90,693,6,113940,0,48.0,0
267,22,591,90,693,6,114741,0,0.0,0
268,23,308,52,34,1,13,14,0.0,4
269,24,344,48,36,1,348,-4,0.0,2
270,25,4968,641,328,23,79,4,0.0,1
271,25,4968,641,328,23,109,2,3980.0,2
272,25,4968,641,328,23,150,3,0.0,1
273,25,4968,641,328,23,190,7,0.0,0
274,25,4968,641,328,23,647,-2,0.0,3
275,25,4968,641,328,23,651,2,0.0,1
276,25,4968,641,328,23,673,8,0.0,3
277,25,4968,641,328,23,718,5,0.0,1
278,25,4968,641,328,23,722,5,0.0,0
279,25,4968,641,328,23,810,7,0.0,3
280,25,4968,641,328,23,819,3,0.0,0
281,25,4968,641,328,23,823,-7,0.0,8
282,25,4968,641,328,23,956,10,0.0,1
283,25,4968,641,328,23,957,0,0.0,2
284,25,4968,641,328,23,997,9,0.0,2
285,25,4968,641,328,23,1344,5,0.0,0
286,25,4968,641,328,23,1792,12,0.0,5
287,25,4968,641,328,23,1810,0,0.0,0
288,25,4968,641,328,23,1844,13,3142.0,7
289,25,4968,641,328,23,2053,7,0.0,0
290,25,4968,641,328,23,2129,15,0.0,1
291,25,4968,641,328,23,2900,5,0.0,0
292,25,4968,641,328,23,4452,5,0.0,1
293,25,4968,641,328,23,4947,4,0.0,1
294,25,4968,641,328,23,5599,7,0.0,4
295,25,4968,641,328,23,5895,2,0.0,0
296,25,4968,641,328,23,6618,9,0.0,8
297,25,4968,641,328,23,8094,2,0.0,2
298,25,4968,641,328,23,11366,2,0.0,1
299,25,4968,641,328,23,12002,14,3883.0,6
300,25,4968,641,328,23,12991,16,0.0,9
301,25,4968,641,328,23,13900,0,0.0,0
302,25,4968,641,328,23,14456,2,0.0,0
303,25,4968,641,328,23,15350,5,842.0,0
304,25,4968,641,328,23,15495,3,0.0,1
305,25,4968,641,328,23,15946,7,0.0,2
306,25,4968,641,328,23,16090,2,0.0,0
307,25,4968,641,328,23,16273,6,0.0,1
308,25,4968,641,328,23,16354,10,0.0,2
309,25,4968,641,328,23,17378,3,3028.0,0
310,25,4968,641,328,23,19074,0,0.0,2
311,25,4968,641,328,23,19188,3,0.0,0
312,25,4968,641,328,23,21055,6,0.0,3
313,25,4968,641,328,23,22354,1,0.0,0
314,25,4968,641,328,23,29319,3,0.0,1
315,25,4968,641,328,23,29604,2,0.0,3
316,25,4968,641,328,23,29605,3,0.0,1
317,25,4968,641,328,23,29867,2,0.0,1
318,25,4968,641,328,23,29870,2,0.0,1
319,25,4968,641,328,23,32076,8,0.0,2
320,25,4968,641,328,23,32385,16,0.0,4
321,25,4968,641,328,23,35432,6,0.0,1
322,25,4968,641,328,23,35433,2,355.0,1
323,25,4968,641,328,23,35435,4,0.0,1
324,25,4968,641,328,23,36120,2,0.0,2
325,25,4968,641,328,23,38050,6,0.0,0
326,25,4968,641,328,23,38381,1,0.0,2
327,25,4968,641,328,23,38651,4,0.0,1
328,25,4968,641,328,23,38654,3,0.0,0
329,25,4968,641,328,23,38659,1,0.0,0
330,25,4968,641,328,23,39036,2,0.0,0
331,25,4968,641,328,23,40347,5,0.0,3
332,25,4968,641,328,23,40516,1,0.0,1
333,25,4968,641,328,23,43532,0,0.0,1
334,25,4968,641,328,23,45975,1,0.0,0
335,25,4968,641,328,23,48795,2,0.0,0
336,25,4968,641,328,23,50069,3,0.0,0
337,25,4968,641,328,23,51472,2,0.0,4
338,25,4968,641,328,23,58940,1,0.0,3
339,25,4968,641,328,23,61661,0,0.0,1
340,25,4968,641,328,23,61750,4,0.0,0
341,25,4968,641,328,23,64885,1,0.0,3
342,25,4968,641,328,23,65044,11,418.0,7
343,25,4968,641,328,23,65185,5,0.0,3
344,25,4968,641,328,23,65329,2,0.0,0
345,25,4968,641,328,23,65964,1,0.0,0
346,25,4968,641,328,23,66537,3,0.0,3
347,25,4968,641,328,23,66781,2,0.0,2
348,25,4968,641,328,23,67758,1,0.0,0
349,25,4968,641,328,23,68348,1,0.0,0
350,25,4968,641,328,23,68461,1,0.0,0
351,25,4968,641,328,23,68465,2,0.0,0
352,25,4968,641,328,23,68605,0,0.0,1
353,25,4968,641,328,23,69201,2,0.0,0
354,25,4968,641,328,23,69215,2,0.0,3
355,25,4968,641,328,23,71468,2,0.0,0
356,25,4968,641,328,23,72062,3,0.0,1
357,25,4968,641,328,23,72232,4,0.0,1
358,25,4968,641,328,23,73397,2,0.0,0
359,25,4968,641,328,23,73590,4,0.0,3
360,25,4968,641,328,23,73710,2,0.0,1
361,25,4968,641,328,23,76611,2,0.0,0
362,25,4968,641,328,23,77206,1,0.0,0
363,25,4968,641,328,23,80895,2,0.0,4
364,25,4968,641,328,23,80911,10,0.0,0
365,25,4968,641,328,23,81150,2,0.0,1
366,25,4968,641,328,23,81507,2,0.0,0
367,25,4968,641,328,23,83409,1,0.0,0
368,25,4968,641,328,23,83881,4,0.0,4
369,25,4968,641,328,23,84037,2,0.0,0
370,25,4968,641,328,23,85521,1,0.0,5
371,25,4968,641,328,23,85847,1,0.0,0
372,25,4968,641,328,23,85880,0,0.0,0
373,25,4968,641,328,23,86077,0,0.0,0
374,25,4968,641,328,23,86281,4,0.0,0
375,25,4968,641,328,23,86786,3,0.0,0
376,25,4968,641,328,23,86885,6,0.0,0
377,25,4968,641,328,23,87815,1,0.0,0
378,25,4968,641,328,23,89666,4,0.0,1
379,25,4968,641,328,23,90119,3,0.0,0
380,25,4968,641,328,23,90440,0,0.0,2
381,25,4968,641,328,23,92143,7,0.0,1
382,25,4968,641,328,23,92331,3,0.0,2
383,25,4968,641,328,23,92416,1,0.0,1
384,25,4968,641,328,23,93856,1,0.0,1
385,25,4968,641,328,23,94125,1,0.0,0
386,25,4968,641,328,23,96284,0,0.0,0
387,25,4968,641,328,23,96392,0,0.0,0
388,25,4968,641,328,23,99033,0,0.0,0
389,25,4968,641,328,23,99700,5,0.0,0
390,25,4968,641,328,23,108868,1,0.0,2
391,25,4968,641,328,23,111283,7,367.0,1
392,25,4968,641,328,23,111292,0,0.0,1
393,25,4968,641,328,23,111595,1,0.0,0
394,25,4968,641,328,23,111756,6,120.0,0
395,25,4968,641,328,23,113298,2,0.0,0
396,25,4968,641,328,23,113337,5,0.0,4
397,25,4968,641,328,23,113887,3,0.0,0
398,25,4968,641,328,23,114659,2,0.0,4
399,26,3150,257,138,7,6848,5,0.0,0
400,26,3150,257,138,7,6932,4,0.0,0
401,26,3150,257,138,7,7011,3,0.0,0
402,26,3150,257,138,7,7358,16,4065.0,1
403,26,3150,257,138,7,7434,8,0.0,1
404,26,3150,257,138,7,7500,7,0.0,4
405,26,3150,257,138,7,7516,11,0.0,3
406,26,3150,257,138,7,7526,4,0.0,1
407,26,3150,257,138,7,7602,3,0.0,0
408,26,3150,257,138,7,8092,6,0.0,9
409,26,3150,257,138,7,8177,5,0.0,2
410,26,3150,257,138,7,8332,2,0.0,3
411,26,3150,257,138,7,8529,6,0.0,1
412,26,3150,257,138,7,8570,8,365.0,0
413,26,3150,257,138,7,8819,12,0.0,2
414,26,3150,257,138,7,8875,2,0.0,2
415,26,3150,257,138,7,8876,7,0.0,1
416,26,3150,257,138,7,9847,4,0.0,5
417,26,3150,257,138,7,10006,5,353.0,2
418,26,3150,257,138,7,10151,4,0.0,6
419,26,3150,257,138,7,10153,4,0.0,0
420,26,3150,257,138,7,10240,7,0.0,1
421,26,3150,257,138,7,10255,3,0.0,0
422,26,3150,257,138,7,10358,1,0.0,0
423,26,3150,257,138,7,10421,2,52.0,0
424,26,3150,257,138,7,10438,1,0.0,0
425,26,3150,257,138,7,10538,5,0.0,5
426,26,3150,257,138,7,10843,4,0.0,2
427,26,3150,257,138,7,10844,5,0.0,5
428,26,3150,257,138,7,10994,2,0.0,1
429,26,3150,257,138,7,11103,5,0.0,8
430,26,3150,257,138,7,11258,8,0.0,0
431,26,3150,257,138,7,11291,4,0.0,3
432,26,3150,257,138,7,11300,2,50.0,5
433,26,3150,257,138,7,11323,5,0.0,1
434,26,3150,257,138,7,11349,1,0.0,3
435,26,3150,257,138,7,11633,5,0.0,0
436,26,3150,257,138,7,11721,3,0.0,0
437,26,3150,257,138,7,11738,3,0.0,3
438,26,3150,257,138,7,11744,10,0.0,3
439,26,3150,257,138,7,11789,6,0.0,0
440,26,3150,257,138,7,11806,1,0.0,0
441,26,3150,257,138,7,11820,0,0.0,1
442,26,3150,257,138,7,11834,9,0.0,0
443,26,3150,257,138,7,11851,5,0.0,7
444,26,3150,257,138,7,11881,5,0.0,0
445,26,3150,257,138,7,12004,1,0.0,2
446,26,3150,257,138,7,12323,2,0.0,0
447,26,3150,257,138,7,12375,7,0.0,1
448,26,3150,257,138,7,12895,0,0.0,0
449,26,3150,257,138,7,13133,2,0.0,0
450,29,2250,318,28,1,4114,8,404.0,2
451,29,2250,318,28,1,8465,3,0.0,3
452,29,2250,318,28,1,10327,12,0.0,3
453,29,2250,318,28,1,11451,11,0.0,3
454,30,2185,312,40,3,439,8,0.0,1
455,30,2185,312,40,3,600,8,0.0,2
456,30,2185,312,40,3,603,3,0.0,5
457,30,2185,312,40,3,606,11,0.0,0
458,30,2185,312,40,3,613,9,0.0,4
459,30,2185,312,40,3,626,5,0.0,3
460,30,2185,312,40,3,635,13,0.0,1
461,30,2185,312,40,3,841,14,1016.0,2
462,30,2185,312,40,3,1100,8,0.0,0
463,30,2185,312,40,3,2771,4,0.0,1
464,30,2185,312,40,3,2772,15,1544.0,5
465,30,2185,312,40,3,2775,2,0.0,3
466,30,2185,312,40,3,3118,3,0.0,0
467,30,2185,312,40,3,3898,6,597.0,0
468,30,2185,312,40,3,3901,4,0.0,0
469,30,2185,312,40,3,4267,11,1166.0,1
470,30,2185,312,40,3,4285,1,0.0,0
471,30,2185,312,40,3,4286,3,284.0,0
472,30,2185,312,40,3,6320,3,248.0,5
473,30,2185,312,40,3,6710,8,0.0,1
474,30,2185,312,40,3,7293,4,150.0,1
475,30,2185,312,40,3,7347,0,0.0,0
476,30,2185,312,40,3,7364,4,97.0,7
477,30,2185,312,40,3,8526,4,247.0,0
478,30,2185,312,40,3,10478,7,638.0,3
479,30,2185,312,40,3,10806,7,380.0,3
480,30,2185,312,40,3,11537,2,182.0,0
481,30,2185,312,40,3,11872,12,1210.0,0
482,30,2185,312,40,3,12880,7,0.0,0
483,30,2185,312,40,3,13483,8,0.0,0
484,30,2185,312,40,3,15394,6,127.0,4
485,30,2185,312,40,3,15480,2,438.0,4
486,30,2185,312,40,3,21850,5,718.0,4
487,30,2185,312,40,3,106373,2,73.0,0
488,33,221,11,2,0,512,8,0.0,2
489,33,221,11,2,0,1148,4,0.0,5
490,34,185,27,23,0,11,2,224.0,2
491,34,185,27,23,0,371,15,0.0,2
492,34,185,27,23,0,881,5,264.0,0
493,34,185,27,23,0,51282,1,0.0,0
494,34,185,27,23,0,51346,1,0.0,0
495,34,185,27,23,0,82217,1,0.0,1
496,34,185,27,23,0,99046,0,0.0,0
497,34,185,27,23,0,103418,10,0.0,0
498,36,1570,173,26,1,14,5,0.0,1
499,36,1570,173,26,1,29,5,0.0,0
500,36,1570,173,26,1,48,3,0.0,4
501,36,1570,173,26,1,52,7,0.0,0
502,36,1570,173,26,1,67,2,0.0,0
503,36,1570,173,26,1,71,2,0.0,0
504,36,1570,173,26,1,157,7,0.0,3
505,36,1570,173,26,1,315,5,0.0,0
506,36,1570,173,26,1,316,7,0.0,1
507,36,1570,173,26,1,440,13,0.0,0
508,36,1570,173,26,1,441,5,0.0,0
509,36,1570,173,26,1,442,7,0.0,0
510,36,1570,173,26,1,576,3,0.0,0
511,36,1570,173,26,1,1003,8,0.0,0
512,36,1570,173,26,1,1005,10,0.0,1
513,36,1570,173,26,1,7225,12,2983.0,8
514,36,1570,173,26,1,7357,16,2435.0,0
515,36,1570,173,26,1,8044,13,482.0,8
516,36,1570,173,26,1,10744,8,2966.0,2
517,36,1570,173,26,1,13869,6,2119.0,0
518,36,1570,173,26,1,14129,6,0.0,1
519,36,1570,173,26,1,17283,1,272.0,0
520,36,1570,173,26,1,21071,7,161.0,0
521,36,1570,173,26,1,113626,2,126.0,2
522,37,156,2,0,0,8,0,288.0,2
523,37,156,2,0,0,20,3,0.0,2
524,37,156,2,0,0,8222,6,1708.0,1
525,39,1651,255,12,0,98,10,0.0,0
526,39,1651,255,12,0,113,9,413.0,5
527,39,1651,255,12,0,135,7,0.0,3
528,39,1651,255,12,0,429,14,0.0,5
529,39,1651,255,12,0,456,6,0.0,0
530,39,1651,255,12,0,522,12,0.0,1
531,39,1651,255,12,0,558,11,339.0,0
532,39,1651,255,12,0,824,15,0.0,2
533,39,1651,255,12,0,839,4,0.0,0
534,39,1651,255,12,0,935,1,0.0,1
535,39,1651,255,12,0,1069,4,0.0,4
536,39,1651,255,12,0,1187,2,0.0,1
537,40,41,8,2,0,214,4,0.0,0
538,41,611,83,12,0,60,1,0.0,1
539,41,611,83,12,0,66,5,0.0,0
540,41,611,83,12,0,84,6,0.0,0
541,46,111,350,59,15,107,11,0.0,0
542,46,111,350,59,15,404,6,0.0,1
543,46,111,350,59,15,6621,1,0.0,2
544,46,111,350,59,15,6622,0,0.0,3
545,50,101,3,3,0,9,13,0.0,3
546,52,861,62,12,0,5171,7,986.0,5
547,52,861,62,12,0,5233,4,245.0,1
548,52,861,62,12,0,5270,2,989.0,0
549,52,861,62,12,0,5333,3,2375.0,4
550,52,861,62,12,0,5414,16,1016.0,0
551,52,861,62,12,0,6078,2,353.0,2
552,52,861,62,12,0,6480,6,232.0,0
553,52,861,62,12,0,6940,7,2502.0,3
554,52,861,62,12,0,11093,3,983.0,0
555,52,861,62,12,0,14566,1,263.0,1
556,52,861,62,12,0,33283,10,581.0,0
557,52,861,62,12,0,38210,0,158.0,4
558,53,138,8,7,0,2904,5,629.0,3
559,53,138,8,7,0,5508,2,252.0,3
560,54,360,18,21,2,35,10,1223.0,0
561,54,360,18,21,2,349,8,0.0,5
562,54,360,18,21,2,618,15,0.0,6
563,54,360,18,21,2,2580,8,498.0,4
564,54,360,18,21,2,13346,11,1157.0,1
565,55,366,16,48,1,19,12,0.0,0
566,55,366,16,48,1,45,5,0.0,1
567,55,366,16,48,1,54,11,497.0,5
568,55,366,16,48,1,89,5,0.0,0
569,56,563,64,10,0,55,7,0.0,0
570,56,563,64,10,0,69,3,0.0,0
571,56,563,64,10,0,292,2,0.0,0
572,56,563,64,10,0,297,5,0.0,0
573,56,563,64,10,0,300,4,0.0,0
574,56,563,64,10,0,408,8,0.0,0
575,56,563,64,10,0,410,2,0.0,2
576,56,563,64,10,0,735,0,0.0,0
577,56,563,64,10,0,816,4,0.0,0
578,56,563,64,10,0,843,0,0.0,0
579,56,563,64,10,0,965,4,0.0,1
580,56,563,64,10,0,1013,1,0.0,2
